AQI,Holiday,Day,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph, pm25, pm10, o3, no2, so2, co,AQI
217,0,2,7/24/18,34,27,0,13.3,7,77,26,38,38,31,12,40,76,0.1,1004,34,9,199,9,95,60, ,14,4,5,217
257,0,3,7/25/18,37,28,0,13.5,8,84,26,41,41,32,13,17,71,0,1005,37,10,172,10,107,61, ,28,4,7,257
257,0,4,7/26/18,38,28,0,13.3,7,92,26,43,43,34,9,25,67,5.8,1005,38,9,153,7,107,63, ,28,4,7,257
273,0,5,7/27/18,36,28,0,13.5,7,99,26,41,41,33,10,17,71,4.8,1006,36,10,148,7,112,59, ,15,6,6,273
303,0,6,7/28/18,37,28,0,13.4,7,100,26,42,42,33,7,11,67,1.2,1006,37,10,123,6,124,59, ,17,5,6,303
304,0,7,7/29/18,37,28,0,13.4,8,86,25,42,42,34,6,14,64,0,1005,37,10,127,5,125,54, ,15,3,7,304
240,0,1,7/30/18,36,28,0,13.4,8,79,25,41,41,33,7,17,64,0.1,1004,36,10,161,6,102,44, ,15,5,7,240
180,0,2,7/31/18,35,28,0,13.4,8,75,24,37,37,31,9,22,66,0,1004,35,10,82,8,84,34, ,9,3,4,180
233,0,3,8/1/18,34,27,0,13.4,7,65,24,37,37,31,12,26,66,1.4,1004,34,10,110,10,100,36, ,7,3,4,233
170,0,4,8/2/18,34,28,0,13.4,8,57,24,36,36,31,17,35,68,0,1003,34,10,71,13,81,22, ,8,2,5,170
138,0,5,8/3/18,31,27,0,9.6,6,50,25,34,34,29,28,71,81,12.1,998,31,8,156,20,64,45, ,9,2,5,138
177,0,6,8/4/18,34,27,0,13.3,7,43,25,37,37,31,22,13,73,0.5,1004,34,10,158,16,83,40, ,9,2,4,177
173,0,7,8/5/18,34,28,0,13.3,8,36,26,40,40,32,16,8,74,0,1006,34,10,144,13,82,41, ,10,2,5,173
177,0,1,8/6/18,35,28,0,13.3,7,28,27,41,41,32,13,12,75,1.2,1006,35,10,137,10,83,31, ,11,2,4,177
137,0,2,8/7/18,34,27,0,13.3,8,21,26,39,39,31,14,13,74,0,1006,34,10,125,11,71,38, ,11,3,4,137
167,0,3,8/8/18,34,27,0,13.3,7,14,25,38,38,31,12,19,71,1.7,1006,34,10,106,9,80,42, ,12,3,4,167
183,0,4,8/9/18,34,26,0,13.3,8,6,25,38,38,32,9,18,69,0,1006,34,10,109,8,85,50, ,16,4,6,183
223,0,5,8/10/18,36,27,0,13.3,8,0,25,41,41,33,6,5,63,0,1004,36,10,146,5,97,42, ,13,3,6,223
197,0,6,8/11/18,35,28,0,13.2,7,0,24,38,38,32,11,30,67,0.1,1002,35,10,121,9,89,28, ,10,2,5,197
137,0,7,8/12/18,28,27,0,12,6,1,25,33,33,28,25,69,84,20.6,1001,28,9,76,15,71,29, ,6,1,4,137
125,0,1,8/13/18,32,28,0,12,7,8,25,36,36,30,40,64,77,3.1,1001,32,10,131,28,62,34, ,7,2,4,125
125,0,2,8/14/18,32,28,0,13.2,7,15,25,36,36,30,25,45,76,0.6,1005,32,10,119,19,61,33, ,9,3,4,125
127,0,3,8/15/18,33,27,0,13.2,7,22,25,37,37,30,18,36,73,0.6,1004,33,10,72,13,68,23, ,6,1,4,127
138,0,4,8/16/18,32,27,0,8.2,6,30,25,34,34,29,33,81,78,7.6,998,32,10,96,23,60,25, ,6,1,5,138
138,0,5,8/17/18,29,26,0,10.7,6,37,25,33,33,28,45,74,84,5.9,996,29,10,125,29,57,24, ,7,1,5,138
125,0,6,8/18/18,31,27,0,13.1,6,44,24,34,34,29,30,50,77,0,1004,31,10,132,22,56,25, ,7,2,4,125
125,0,7,8/19/18,32,27,0,10.7,6,51,25,34,34,29,31,66,77,0.9,1004,32,10,141,22,54,32, ,8,2,4,125
150,0,1,8/20/18,32,28,0,13.1,7,59,25,36,36,30,23,31,77,5.9,1003,32,9,159,17,60,28, ,18,2,6,150
137,0,2,8/21/18,32,27,0,13.1,7,66,26,37,37,30,11,35,80,18,1002,32,9,118,7,71,31, ,11,2,4,137
150,0,3,8/22/18,33,26,0,13.1,8,73,25,35,35,30,15,22,74,0,1001,33,10,116,12,71,51, ,10,2,6,150
197,0,4,8/23/18,34,26,0,13,8,81,22,33,33,30,17,18,65,0,1002,34,10,319,14,89,61, ,17,5,8,197
250,0,5,8/24/18,33,25,0,13,8,88,19,31,31,29,11,20,56,0,1005,33,10,210,9,105,31,27,11,2,4,250
163,0,6,8/25/18,30,26,0,9.4,6,95,24,32,32,28,23,81,79,3,1006,30,10,57,16,79,21,26,12,1,4,163
123,0,7,8/26/18,32,27,0,13,6,100,25,35,35,29,17,50,80,7.8,1005,32,9,154,12,67,26,30,11,2,3,123
112,0,1,8/27/18,32,27,0,13,7,100,25,36,36,30,24,42,77,1.1,1007,32,10,145,18,57,24,32,8,2,3,112
125,0,2,8/28/18,32,28,0,13,8,83,24,35,35,29,26,38,74,0,1008,32,10,148,20,54,25,33,7,2,4,125
112,0,3,8/29/18,32,27,0,12.9,8,76,24,35,35,30,21,14,73,0,1007,32,10,146,16,56,31,42,8,2,3,112
125,0,4,8/30/18,33,27,0,12.9,8,69,24,36,36,30,22,17,71,0.1,1007,33,10,156,17,63,34,82,10,4,4,125
150,0,5,8/31/18,34,27,0,12.9,8,65,24,36,36,31,15,20,69,0,1008,34,10,187,12,69,42,51,18,2,6,150
257,0,6,9/1/18,33,27,0,12.9,7,48,25,36,36,30,9,37,72,2.3,1008,33,10,220,7,107,45,65,17,2,7,257
290,0,7,9/2/18,33,26,0,12.9,7,41,25,37,37,31,8,30,73,8.1,1005,33,9,205,5,117,47,72,15,2,7,290
305,0,1,9/3/18,34,27,0,12.8,7,33,25,38,38,31,14,24,72,11,1002,34,9,263,9,126,53,95,15,4,8,305
290,0,2,9/4/18,33,26,0,12.8,8,26,21,34,34,31,13,11,59,0.1,1003,33,10,315,10,117,58,114,18,5,7,290
384,0,3,9/5/18,32,24,0,12.8,7,18,21,33,33,30,8,12,59,0,1007,32,10,159,7,229,64,110,15,5,8,384
358,0,4,9/6/18,33,25,0,12.8,7,11,23,35,35,30,13,27,69,0.9,1006,33,10,209,10,195,66,30,32,5,10,358
330,0,5,9/7/18,23,22,0,8,5,3,20,26,26,24,8,95,78,7.1,1010,23,9,305,6,159,28,42,14,2,4,330
125,0,6,9/8/18,26,22,0,12.7,5,0,18,26,26,24,11,51,69,3,1014,26,10,156,8,66,27,48,11,3,4,125
125,0,7,9/9/18,28,21,0,12.7,6,0,18,27,27,26,14,16,60,0.3,1017,28,10,110,11,67,27,47,12,2,4,125
125,0,1,9/10/18,27,21,0,12.7,6,0,17,26,26,25,12,38,63,0.3,1018,27,10,91,9,63,33,37,14,3,4,125
125,0,2,9/11/18,25,23,0,9.3,5,4,20,26,26,25,12,71,76,0.7,1016,25,9,85,9,64,23,29,12,2,4,125
133,0,3,9/12/18,28,23,0,12.7,6,12,22,28,28,26,12,65,80,3.5,1014,28,10,53,9,70,20,24,13,2,4,133
127,0,4,9/13/18,29,23,0,9.2,6,19,23,30,30,27,10,68,79,2.8,1013,29,10,132,7,68,23,30,19,3,4,127
125,0,5,9/14/18,31,24,0,9.2,6,27,23,31,31,28,8,64,76,0.4,1014,31,10,116,6,63,23,38,12,3,4,125
138,0,6,9/15/18,31,24,0,12.6,6,34,23,32,32,28,12,44,76,0,1014,31,10,111,9,67,22,21,8,2,5,138
138,0,7,9/16/18,32,25,0,11.6,6,42,24,34,34,29,15,41,79,0,1014,32,10,126,11,63,15,13,15,2,5,138
138,0,1,9/17/18,28,26,0,7.5,6,49,25,32,32,27,7,71,86,4.7,1015,28,10,108,5,54,24,22,16,3,5,138
138,0,2,9/18/18,33,25,0,10.2,7,57,25,35,35,29,6,52,78,1.2,1015,33,10,179,4,69,37,68,19,2,5,138
227,0,3,9/19/18,32,26,0,11.6,8,64,25,35,35,29,9,55,76,0,1012,32,10,190,7,98,37,24,28,2,6,227
230,0,4,9/20/18,33,27,0,10.2,7,72,25,35,35,30,11,42,75,10.4,1009,33,9,252,8,99,30,30,20,2,7,230
213,0,5,9/21/18,28,24,0,6.1,6,80,22,29,29,26,11,60,75,0.2,1013,28,10,212,9,94,29,37,24,2,6,213
177,0,6,9/22/18,26,23,0,7.4,5,87,21,27,27,25,8,61,81,4.3,1016,26,10,125,6,83,52,76,18,3,7,177
328,0,7,9/23/18,29,23,0,8.8,6,95,20,28,28,26,10,59,67,0,1017,29,10,43,8,157,42,73,7,3,5,328
240,0,1,9/24/18,28,22,0,11.6,7,100,17,27,27,26,19,7,59,0,1017,28,10,56,15,102,25,45,7,3,3,240
305,0,2,9/25/18,25,21,0,7.4,5,100,15,25,25,23,21,72,60,0,1017,25,10,53,15,126,23,43,8,2,4,305
197,0,3,9/26/18,26,20,0,10.2,5,83,16,25,25,23,19,43,64,0.2,1016,26,10,28,14,89,26,41,8,2,4,197
213,0,4,9/27/18,27,21,0,11.6,5,75,17,26,26,24,18,25,66,0.4,1016,27,10,51,14,94,25,41,11,3,3,213
112,0,5,9/28/18,27,20,0,10.2,5,68,17,26,26,24,13,21,64,0.1,1015,27,10,44,10,59,25,41,8,3,3,112
138,0,6,9/29/18,27,21,0,10.2,5,60,17,26,26,24,22,18,64,0,1012,27,10,98,17,64,51,93,12,4,5,138
290,0,7,9/30/18,28,20,0,11.6,7,52,15,26,26,25,17,15,57,0,1012,28,10,247,14,117,42,47,11,5,4,290
140,0,1,10/1/18,26,19,0,11.6,6,51,9,23,23,23,15,11,44,0,1017,26,10,261,12,72,39,58,14,4,5,140
183,0,2,10/2/18,27,18,0,11.6,6,43,10,25,25,23,6,14,44,0,1020,27,10,181,5,85,31,57,14,3,4,183
180,0,3,10/3/18,26,18,0,11.6,6,36,13,24,24,24,12,4,53,0,1021,26,10,155,10,84,30,55,9,3,3,180
150,0,4,10/4/18,26,19,0,11.6,6,29,14,23,23,22,22,23,59,0,1019,26,10,26,16,75,24,44,7,2,3,150
140,0,5,10/5/18,22,20,0,5.9,5,21,16,21,23,21,36,84,72,0.2,1011,22,10,211,25,72,38,49,12,3,4,140
193,0,6,10/6/18,26,19,0,11.6,6,14,15,24,24,23,18,11,59,0,1016,26,10,203,14,88,49,90,14,3,4,193
243,0,7,10/7/18,27,18,0,11.6,6,7,17,26,26,24,10,9,65,0,1019,27,10,135,8,103,39,43,14,3,3,243
147,0,1,10/8/18,25,19,0,10.2,5,0,16,23,23,22,13,26,66,0,1018,25,10,87,11,74,41,32,24,3,5,147
190,0,2,10/9/18,26,19,0,10.2,5,0,15,24,24,23,9,53,61,0,1017,26,10,194,6,87,40,31,13,3,4,190
210,0,3,10/10/18,21,17,0,7.3,4,0,10,19,20,19,18,68,56,0.2,1021,21,9,224,13,93,30,38,11,3,2,210
308,0,4,10/11/18,21,15,0,11.6,5,7,8,19,19,19,16,12,47,0,1026,21,10,100,13,131,30,39,16,3,3,308
243,0,5,10/12/18,21,15,0,7.3,4,15,8,18,18,18,12,52,53,0,1026,21,10,88,9,103,28,46,19,3,3,243
147,0,6,10/13/18,23,16,0,11.6,6,22,10,20,20,20,12,22,53,0,1023,23,10,81,9,74,22,36,17,3,2,147
120,0,7,10/14/18,22,18,0,7.3,4,29,12,20,20,20,13,75,62,0.1,1021,22,10,89,10,66,22,43,13,3,2,120
125,0,1,10/15/18,22,17,0,11.6,4,36,13,20,20,20,11,54,66,2.1,1019,22,10,80,9,63,27,41,15,2,4,125
180,0,2,10/16/18,20,17,0,5.8,4,44,13,18,18,18,15,76,72,3.1,1018,20,10,105,11,84,42,61,24,5,5,180
283,0,3,10/17/18,23,15,0,11.6,6,51,11,20,20,20,10,31,58,0.1,1018,23,10,184,7,115,31,38,12,3,4,283
173,0,4,10/18/18,21,15,0,11.6,4,58,9,18,19,18,17,33,56,0,1022,21,10,58,13,82,29,39,18,3,3,173
123,0,5,10/19/18,21,14,0,11.6,5,66,8,18,19,18,12,27,53,0,1025,21,10,112,9,67,25,36,19,3,3,123
117,0,6,10/20/18,21,16,0,8.6,4,73,11,19,20,19,11,64,59,0.2,1024,21,10,66,8,65,23,39,18,3,3,117
138,0,7,10/21/18,23,18,0,4.2,5,80,13,20,20,20,13,79,67,0.4,1021,23,9,85,10,67,16,28,22,2,5,138
150,0,1,10/22/18,19,18,0,4.2,4,87,16,19,19,19,8,96,87,0.2,1019,19,10,201,6,66,47,46,18,4,6,150
310,0,2,10/23/18,23,17,0,7.2,5,95,14,20,21,20,12,49,69,0,1020,23,10,185,9,133,66,60,24,4,6,310
318,0,3,10/24/18,23,16,0,8.7,6,100,15,22,23,22,10,8,65,0,1021,23,10,89,8,144,50,48,15,4,3,318
300,0,4,10/25/18,23,17,0,8.7,5,100,14,21,22,21,18,42,65,0,1018,23,10,136,13,120,59,51,16,4,6,300
316,0,5,10/26/18,24,17,0,8.7,5,84,11,21,21,21,21,40,58,1,1018,24,10,300,16,141,65,31,24,6,5,316
263,0,6,10/27/18,21,14,0,8.7,5,76,-1,20,20,20,11,1,25,0,1023,21,10,292,9,109,57,44,31,7,5,263
270,0,1,10/29/18,25,15,0,8.7,6,62,7,23,23,23,12,0,38,0,1017,25,10,249,11,111,67,43,33,8,6,270
312,0,2,10/30/18,24,16,0,8.7,6,54,13,22,23,22,9,12,59,0.1,1022,24,10,73,7,136,37,42,16,4,4,312
320,0,3,10/31/18,20,15,0,7.2,4,51,8,18,18,18,14,41,52,0,1025,20,10,41,11,146,29,43,10,3,3,320
147,0,4,11/1/18,19,15,0,8.7,5,34,7,18,18,18,13,10,51,0,1027,19,10,41,11,74,17,34,9,2,3,147
112,0,5,11/2/18,19,14,0,8.7,4,26,9,17,17,17,13,40,57,0,1026,19,10,60,10,59,22,35,16,2,3,112
120,0,6,11/3/18,21,17,0,5.6,4,19,14,19,20,19,15,60,71,0,1023,21,10,85,11,66,24,38,17,2,3,120
227,0,7,11/4/18,23,17,0,5.6,5,11,16,21,21,21,12,47,74,0,1021,23,10,89,10,98,24,41,18,3,4,227
163,0,1,11/5/18,21,18,0,4.1,4,4,16,20,20,20,16,89,79,0.8,1022,21,10,84,12,79,28,37,13,3,5,163
193,0,2,11/6/18,20,18,0,4.1,4,0,14,19,19,19,16,96,75,1.4,1022,20,10,86,12,88,24,40,14,2,4,193
150,0,3,11/7/18,19,16,0,4.1,4,0,16,18,18,18,10,77,88,0,1020,19,10,211,8,75,34,18,22,3,5,150
240,0,4,11/8/18,14,11,0,7.2,3,0,9,12,14,12,21,58,76,3.8,1020,14,10,281,16,102,18,12,14,3,6,240
162,0,5,11/9/18,18,10,0,8.7,4,4,9,18,18,18,8,0,57,0,1023,18,10,190,7,65,47,29,21,3,7,162
307,0,6,11/10/18,20,12,0,8.7,5,11,12,19,20,19,13,8,66,0,1023,20,10,112,10,129,40,39,19,2,4,307
418,0,7,11/11/18,22,16,0,5.5,4,19,13,19,19,19,14,76,72,1.1,1020,22,9,247,11,273,44,23,23,2,5,418
435,0,1,11/12/18,16,14,0,3.9,4,26,12,16,16,16,17,86,75,3.7,1020,16,9,99,12,296,24,34,11,2,3,435
120,0,2,11/13/18,18,13,0,7.1,4,34,8,16,16,16,13,24,58,0,1021,18,10,156,10,66,34,36,15,2,3,120
163,0,3,11/14/18,18,14,0,7.1,4,41,8,16,16,16,13,48,60,0,1022,18,10,54,9,79,44,39,23,2,5,163
240,0,4,11/15/18,17,14,0,3.9,4,49,13,16,16,16,9,79,80,1.2,1021,17,8,194,6,102,28,17,30,2,4,240
167,0,5,11/16/18,17,14,0,3.9,4,56,12,15,15,15,22,96,81,0.1,1021,17,10,198,16,80,24,31,15,3,3,167
173,0,6,11/17/18,17,14,0,5.5,4,64,9,15,15,15,16,70,66,0,1023,17,10,41,13,82,28,33,11,2,3,173
130,0,7,11/18/18,13,12,0,3.9,3,72,10,12,13,12,17,99,81,1.7,1022,13,10,147,13,69,16,23,15,2,3,130
175,0,1,11/19/18,15,10,0,7.1,3,79,6,12,13,12,13,52,63,0.4,1025,15,9,323,10,66,55,22,21,3,8,175
321,0,2,11/20/18,17,11,0,3.9,4,87,10,15,15,15,16,86,70,1.9,1023,17,10,157,12,147,48,34,28,3,7,321
306,0,3,11/21/18,15,14,0,3.9,3,94,13,15,15,15,17,100,84,3.4,1020,15,10,228,13,128,14,30,18,2,3,306
125,0,4,11/22/18,15,11,0,8.7,4,100,5,14,15,14,17,19,55,0,1028,15,10,223,14,60,39,34,15,2,4,125
233,0,5,11/23/18,16,10,0,8.7,4,100,7,15,15,15,12,9,57,0,1026,16,10,110,10,100,48,33,32,3,4,233
300,0,6,11/24/18,20,13,0,8.7,4,83,10,18,18,18,10,13,60,0,1024,20,10,205,9,120,48,27,28,3,5,300
290,0,7,11/25/18,19,13,0,5.5,4,76,13,19,19,19,9,36,70,0.3,1023,19,9,96,7,117,67,45,36,3,7,290
334,0,1,11/26/18,20,15,0,8.7,4,68,14,18,18,18,7,50,76,0.4,1023,20,10,70,6,164,52,32,38,3,6,334
312,0,2,11/27/18,20,14,0,8.7,5,60,14,21,22,21,5,0,64,0,1024,20,10,214,4,135,59,31,35,3,8,312
325,0,3,11/28/18,19,13,0,8.7,5,53,12,20,21,20,4,1,62,0,1023,19,10,134,4,153,85,27,40,3,11,325
352,0,4,11/29/18,19,13,0,8.7,5,45,12,20,20,20,6,2,63,0,1025,19,10,163,5,188,85,51,47,3,11,352
342,0,5,11/30/18,19,14,0,5.4,4,38,11,17,17,17,13,61,67,0,1024,19,10,125,10,175,79,37,33,3,6,342
320,0,6,12/1/18,21,16,0,8.7,5,36,15,20,21,20,8,12,72,0,1021,21,10,149,6,146,57,29,28,3,3,320
223,0,7,12/2/18,22,16,0,7.1,4,29,16,19,20,19,14,39,83,9.1,1017,22,10,179,11,97,36,19,22,2,3,223
207,0,1,12/3/18,21,17,0,7.1,4,22,16,19,20,19,6,48,80,0.2,1017,21,10,207,4,92,48,7,28,2,5,207
310,0,2,12/4/18,17,11,0,3.8,3,15,12,14,15,14,22,100,81,3,1022,17,8,160,16,133,32,22,15,2,4,310
203,0,3,12/5/18,13,12,0,3.8,3,7,9,12,13,12,18,100,75,0.8,1024,13,10,70,14,91,49,24,12,2,2,203
130,0,4,12/6/18,12,8,0,3.8,3,0,7,9,11,9,24,100,79,11,1025,12,8,98,18,69,20,24,12,2,2,130
125,0,5,12/7/18,8,3,0,3.8,2,0,1,3,6,3,27,89,68,2.1,1034,8,10,347,21,58,29,21,13,2,4,125
207,0,6,12/8/18,4,3,0.9,3.8,1,0,-3,0,3,0,22,92,65,1.1,1036,4,8,342,17,92,40,18,15,3,4,207
213,0,7,12/9/18,6,1,0,3.8,1,7,2,1,4,1,17,100,83,3,1033,6,9,249,13,94,32,15,19,3,5,213
257,0,1,12/10/18,10,8,0,3.8,2,14,7,7,10,7,25,100,84,6.1,1028,10,8,51,17,107,13,23,12,2,3,257
125,0,2,12/11/18,10,5,0,3.8,2,21,6,6,9,6,23,88,80,1.8,1029,10,10,298,16,54,15,24,14,2,4,125
188,0,3,12/12/18,8,2,0,7.1,2,29,0,2,5,2,19,40,67,0,1033,8,10,325,15,64,59,23,19,4,9,188
331,0,4,12/13/18,8,3,0,8.7,3,36,-3,6,8,6,11,4,49,0,1034,8,10,341,10,160,60,19,27,5,8,331
332,0,5,12/14/18,11,3,0,7.1,2,43,1,6,8,6,15,27,61,0,1035,11,10,143,11,161,50,24,26,4,6,332
310,0,6,12/15/18,11,9,0,3.8,2,51,6,8,10,8,16,96,74,0.4,1030,11,9,102,11,133,22,17,26,3,2,310
162,0,7,12/16/18,10,7,0,8.7,3,58,2,7,9,7,20,33,61,0.8,1025,10,10,289,17,65,52,20,28,3,7,162
311,0,1,12/17/18,13,6,0,8.7,4,65,2,12,13,12,12,0,50,0,1025,13,10,282,10,134,74,23,35,5,9,311
344,0,2,12/18/18,16,7,0,8.7,4,72,5,15,15,15,9,0,52,0,1024,16,10,219,7,177,87,21,49,5,12,344
337,0,3,12/19/18,16,11,0,5.4,3,80,5,13,14,13,13,60,58,0,1020,16,10,214,8,168,69,11,47,7,8,337
324,0,4,12/20/18,15,11,0,5.4,3,87,10,13,13,13,14,69,79,0.9,1020,15,8,110,10,151,37,23,28,3,5,324
220,0,5,12/21/18,16,10,0,3.8,3,94,11,15,14,15,7,56,82,0,1021,16,10,156,5,96,42,8,35,3,5,220
