AQI,Holiday,Day,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph, pm25, pm10, o3, no2, so2, co,AQI
331,0,2,2/4/20,12,7,0,7.2,3,72,4,8,10,8,12,59,68,0,1027,12,10,89,10,160,18,36,9,3,4,331
125,0,3,2/5/20,10,4,0,7.2,2,79,3,6,8,6,15,38,66,0,1030,10,10,60,12,61,28,35,10,3,4,125
157,0,4,2/6/20,8,6,0,4.1,2,87,1,4,7,4,21,97,66,1.1,1030,8,9,89,16,77,19,32,5, ,3,157
125,0,5,2/7/20,8,4,0,4.1,2,95,5,5,7,5,18,100,86,10.7,1028,8,5,61,13,57,21,32,5,3,4,125
138,0,6,2/8/20,11,6,0,8.7,2,100,2,7,8,7,8,42,66,0,1031,11,10,38,6,70,33,31,6,3,5,138
227,0,7,2/9/20,15,7,0,8.7,4,100,3,11,11,11,8,1,57,0,1030,15,10,271,7,98,62,39,10,3,7,227
327,0,1,2/10/20,14,7,0,8.7,4,83,3,10,11,10,12,15,58,0,1026,14,10,191,10,155,45,41,15,4,6,327
297,0,2,2/11/20,11,7,0,4.1,3,75,8,8,10,8,20,87,84,8.1,1022,11,7,158,14,119,25,35,8,2,4,297
162,0,3,2/12/20,16,5,0,4.1,3,68,10,12,13,12,9,85,84,2.9,1019,16,9,261,7,72,43,25,14,2,7,162
250,0,4,2/13/20,14,11,0,4.1,3,60,12,12,13,12,15,73,92,27.7,1015,14,8,155,10,105,51,27,10,2,6,250
303,0,5,2/14/20,16,13,0,5.7,4,53,13,14,15,14,20,84,92,0,1015,16,6,123,14,124,19,26,11,1,4,303
138,0,6,2/15/20,17,6,0,4.1,3,45,11,12,13,12,21,86,85,1.5,1019,17,6,237,15,55,12,22,7,1,5,138
138,0,7,2/16/20,5,0,0,8.7,1,38,-6,-3,2,-3,30,46,56,6,1028,5,9,315,24,41,31,31,5,2,5,138
160,0,1,2/17/20,7,-1,0,8.7,3,30,-6,1,5,1,24,2,45,0,1030,7,10,305,20,78,23,34,5,2,4,160
138,0,2,2/18/20,11,4,0,8.7,3,22,-7,5,7,5,12,13,37,0,1032,11,10,235,10,56,18,33,9,3,5,138
103,0,3,2/19/20,11,4,0,8.7,2,15,1,6,8,6,14,46,61,0,1028,11,10,135,11,61,16,42,9,2,2,103
100,0,4,2/20/20,15,9,0,8.7,4,7,6,11,12,11,14,6,68,0,1030,15,10,109,12,50,17,36,14,2,2,100
112,0,5,2/21/20,17,9,0,7.2,3,0,7,12,13,12,17,29,70,0,1029,17,10,197,13,54,27,36,13,2,3,112
150,0,6,2/22/20,19,13,0,8.7,5,0,4,15,16,15,14,4,53,0,1031,19,10,264,12,75,72,46,12,3,6,150
321,0,7,2/23/20,13,10,0,8.7,4,0,2,10,11,10,18,3,53,0,1029,13,10,114,15,147,47,43,9,2,3,321
167,0,1,2/24/20,20,11,0,8.7,5,0,9,14,15,14,22,15,69,0,1020,20,10,159,15,80,54,53,10,3,5,167
237,0,2,2/25/20,23,15,0,5.7,5,8,13,19,20,19,21,52,74,4,1016,23,10,204,14,101,51,34,16,2,7,237
318,0,3,2/26/20,12,9,0,4.2,3,15,6,10,11,10,18,80,73,10.7,1024,12,7,28,15,143,30,35,6,1,4,318
150,0,4,2/27/20,12,8,0,8.7,3,23,3,8,10,8,16,29,63,0,1027,12,10,55,13,75,39,37,8,2,4,150
167,0,5,2/28/20,12,7,0,4.2,3,30,8,10,11,10,14,94,84,4.8,1020,12,10,111,11,80,40,30,15,2,6,167
200,0,6,2/29/20,12,11,0,4.2,3,38,9,11,11,11,10,100,85,8.7,1017,12,7,78,8,90,30,24,15,1,6,200
147,0,7,3/1/20,15,10,0,4.2,3,44,7,11,12,11,13,84,71,3,1019,15,10,186,11,74,18,31,9,2,5,147
162,0,1,3/2/20,13,8,0,8.7,4,51,2,8,10,8,17,29,58,0,1026,13,10,43,14,53,28,38,7,2,7,162
173,0,2,3/3/20,14,8,0,7.2,3,58,3,9,10,9,10,58,62,0.6,1024,14,9,114,9,82,29,35,14,1,4,173
138,0,3,3/4/20,13,8,0,8.7,4,65,0,9,10,9,12,35,52,0,1027,13,10,97,10,71,33,39,10,1,5,138
220,0,4,3/5/20,14,7,0,8.7,4,73,-2,8,9,8,14,13,46,0,1028,14,10,73,11,96,29,41,8,1,4,220
167,0,5,3/6/20,12,7,0,7.2,3,80,4,8,10,8,20,41,68,0.1,1020,12,10,135,16,80,30,49,11,1,4,167
163,0,6,3/7/20,20,11,0,7.2,4,87,10,14,14,14,12,64,76,2.4,1015,20,10,196,9,79,55,45,17,1,6,163
315,0,7,3/8/20,14,7,0,5.8,3,95,8,10,12,10,22,54,78,8.8,1016,14,9,106,17,139,24,44,9, ,3,315
137,0,1,3/9/20,16,12,0,4.3,3,100,12,13,14,13,22,98,90,0.8,1010,16,8,159,15,71,12,37,15,2,4,137
138,0,2,3/10/20,13,10,0,4.3,3,100,6,10,12,10,21,69,70,0.6,1018,13,8,277,16,48,31,41,11,1,5,138
207,0,3,3/11/20,14,8,0,10.2,3,84,4,10,11,10,12,37,61,0.1,1022,14,10,152,10,92,59,50,22,1,7,207
318,0,4,3/12/20,12,7,0,6,3,76,8,9,11,9,27,78,78,1.4,1019,12,9,137,19,143,52,46,14,1,5,318
308,0,5,3/13/20,14,8,0,6,3,69,10,11,12,11,15,97,86,1.4,1020,14,7,50,11,131,30,36,14,1,4,308
160,0,6,3/14/20,15,8,0,11.6,4,62,2,10,11,10,16,20,54,0,1024,15,10,240,12,78,39,37,14,1,4,160
150,0,7,3/15/20,19,11,0,11.6,5,55,2,14,16,14,20,3,45,0,1021,19,10,236,17,69,58,46,26,2,6,150
253,0,1,3/16/20,14,9,0,11.6,3,47,1,10,11,10,16,38,49,0,1025,14,10,108,12,106,34,37,14,2,4,253
125,0,2,3/17/20,21,8,0,11.6,5,40,8,14,15,14,16,24,63,0,1020,21,10,210,12,52,48,57,22,3,4,125
455,0,3,3/18/20,23,14,0,11.6,6,33,11,19,20,19,15,7,65,0,1016,23,10,220,11,321,61,81,27,2,6,455
419,0,4,3/19/20,20,16,0,12.5,5,25,6,17,17,17,16,9,51,0,1017,20,10,251,13,275,56,38,17,3,5,419
253,0,5,3/20/20,17,12,0,12.5,5,18,4,14,15,14,17,4,49,0,1017,17,10,144,14,106,51,50,16,1,3,253
150,0,6,3/21/20,23,13,0,12.5,4,11,12,18,19,18,13,37,66,2.4,1012,23,10,156,10,61,57,59,22,4,6,150
257,0,7,3/22/20,22,14,0,12.5,5,4,12,18,18,18,15,38,71,7.2,1015,22,10,147,12,107,46,44,12,1,5,257
293,0,1,3/23/20,19,13,0,12.5,4,0,3,15,15,15,13,29,46,0,1021,19,10,72,10,118,25,39,13,1,3,293
125,0,2,3/24/20,18,12,0,12.6,5,0,5,14,15,14,21,23,54,0,1020,18,10,120,16,58,36,45,18,1,4,125
183,0,3,3/25/20,20,13,0,11.8,4,3,12,16,17,16,32,50,73,1.4,1014,20,10,148,23,85,35,53,14,2,4,183
175,0,4,3/26/20,24,17,0,7.9,5,11,17,20,21,20,15,70,85,8.4,1011,24,10,194,10,67,40,24,25,1,8,175
257,0,5,3/27/20,14,10,0,9.2,3,18,8,12,14,12,24,87,71,21.6,1019,14,8,33,19,107,34,35,8,1,5,257
112,0,6,3/28/20,9,6,0,7.9,2,25,3,5,8,5,18,84,73,10.7,1025,9,9,16,14,62,23,32,8,2,3,112
112,0,7,3/29/20,11,6,0,9.2,2,32,2,7,9,7,12,73,61,0.9,1022,11,10,80,10,39,32,31,10,1,3,112
204,0,2,3/31/20,13,11,0,9.2,3,44,10,11,12,11,15,85,89,4.1,1018,13,10,97,11, ,39,52,13,3,5,204
260,0,3,4/1/20,16,11,0,10.6,3,56,7,12,13,12,13,66,70,3.7,1022,16,8,147,10,108,41,44,13,2,4,260
127,0,4,4/2/20,18,12,0,12.7,5,64,4,13,14,13,13,12,54,0,1024,18,10,69,11,68,46,46,19,3,4,127
223,0,5,4/3/20,19,11,0,12.7,5,71,3,14,14,14,9,18,48,0,1024,19,10,82,7,97,59,70,26,4,5,223
312,0,6,4/4/20,21,12,0,12.8,5,79,3,16,17,16,11,26,45,0,1025,21,10,140,9,136,38,47,8,2,2,312
112,0,7,4/5/20,16,10,0,12.8,4,87,1,12,13,12,15,10,49,0,1027,16,10,40,13,56,36,38,15,2,3,112
125,0,1,4/6/20,17,9,0,12.8,3,94,3,13,13,13,10,37,51,0,1023,17,10,97,8,65,42,37,28,3,4,125
193,0,2,4/7/20,19,9,0,11.9,4,100,4,13,13,13,13,63,53,0,1020,19,10,117,10,88,48,57,30,3,4,193
210,0,3,4/8/20,23,13,0,12.8,5,100,3,17,17,17,11,9,39,0,1020,23,10,169,9,93,50,52,21,3,4,210
270,0,4,4/9/20,20,14,0,12.9,5,83,9,16,16,16,19,2,63,0,1021,20,10,125,16,111,43,49,12,2,4,270
187,0,5,4/10/20,19,14,0,12.9,5,76,11,15,16,15,22,14,74,0,1022,19,10,112,18,86,31,40,10,2,4,187
187,0,6,4/11/20,15,8,0,8.1,3,68,10,11,13,11,21,89,80,3.7,1020,15,9,111,16,86,51,54,14,3,7,187
312,0,7,4/12/20,18,9,0,12.9,3,61,3,12,13,12,32,24,52,0.1,1016,18,10,312,25,136,64,62,22,5,8,312
321,0,1,4/13/20,20,12,0,12.9,5,53,3,15,16,15,15,2,43,0,1019,20,10,306,13,147,63,84,25,3,6,321
328,0,2,4/14/20,20,12,0,11.9,4,46,4,15,15,15,13,66,46,0,1018,20,10,190,9,157,57,66,25,4,6,328
308,0,3,4/15/20,22,14,0,13,4,38,10,17,18,17,17,56,62,0.5,1014,22,10,184,13,130,51,80,22,4,7,308
287,0,4,4/16/20,23,16,0,13,6,30,11,19,19,19,24,19,62,0,1012,23,10,157,18,116,69,41,37,4,9,287
309,0,5,4/17/20,20,18,0,9.4,4,23,11,19,19,19,17,74,62,0.4,1013,20,8,257,11,132,63,56,24,4,9,309
302,0,6,4/18/20,17,13,0,8.1,4,15,8,16,16,16,11,79,62,1,1018,17,9,122,8,123,38,47,13,2,8,302
247,0,7,4/19/20,18,13,0,8.1,4,8,12,14,15,14,22,91,82,12.7,1013,18,8,212,17,104,53,80,19,3,9,247
318,0,1,4/20/20,23,14,0,12,4,0,11,18,18,18,8,48,66,0.5,1016,23,10,240,6,144,36,41,15,1,5,318
167,0,2,4/21/20,14,12,0,8.2,3,0,6,12,13,12,10,96,64,7.8,1022,14,9,93,8,80,43,53,16,2,4,167
173,0,3,4/22/20,19,11,0,13.1,4,0,7,15,15,15,10,49,63,1,1023,19,9,197,8,82,46,49,14,2,4,173
177,0,4,4/23/20,20,13,0,13.1,5,0,3,16,16,16,8,37,46,0,1023,20,10,145,6,83,55,78,22,4,5,177
277,0,5,4/24/20,22,13,0,13.1,5,7,3,17,18,17,16,8,39,0,1021,22,10,237,12,113,55,75,28,4,4,277
305,0,6,4/25/20,26,15,0,13.1,5,15,8,21,21,20,20,23,48,0,1016,26,10,231,15,126,60,52,13,2,4,305
250,0,7,4/26/20,23,16,0,10.7,4,22,10,19,19,19,13,45,57,0.4,1019,23,10,93,11,105,35,44,14,2,3,250
133,0,1,4/27/20,20,14,0,10.7,4,30,9,16,17,16,17,65,63,2.1,1021,20,10,65,14,70,32,48,21,3,3,133
157,0,2,4/28/20,22,15,0,13.2,5,37,5,18,19,18,16,1,43,0,1023,22,10,142,13,77,34,73,11,2,4,157
150,0,3,4/29/20,23,15,0,13.2,6,45,12,18,20,18,23,1,65,0,1018,23,10,148,18,75,51,105,19,4,5,150
270,0,4,4/30/20,28,19,0,13.2,7,52,16,24,24,23,17,13,67,0,1014,28,10,161,13,111,53, ,23,3,6,270
287,0,5,5/1/20,22,20,0,8.3,5,58,17,21,22,21,19,78,79,2.1,1012,22,9,147,13,116,38, ,13,2,5,287
227,0,6,5/2/20,27,16,0,8.3,5,65,18,23,23,22,20,86,78,14.6,1006,27,8,188,15,98,60, ,26,2,8,227
313,0,7,5/3/20,35,22,0,13.3,7,72,19,31,31,29,17,16,61,0,1004,35,10,215,13,137,41, ,28,2,7,313
313,0,1,5/4/20,32,19,0,13.3,7,80,19,30,30,28,12,3,60,0,1009,32,10,138,10,137,31, ,12,1,5,313
207,0,2,5/5/20,23,19,0,13.3,5,87,17,21,22,21,15,41,81,0,1009,23,10,103,13,92,30, ,14,1,6,207
180,0,3,5/6/20,26,19,0,13.3,6,94,16,23,23,22,14,40,70,0.2,1012,26,10,62,12,84,36, ,10,1,4,180
190,0,4,5/7/20,24,19,0,13.3,6,100,15,21,21,21,27,26,73,0,1011,24,10,120,22,87,26, ,8,2,5,190
200,0,5,5/8/20,25,20,0,8.3,5,100,19,24,24,22,38,88,83,2,1006,25,10,144,28,64,41, ,20,2,10,200
304,0,6,5/9/20,28,22,0,9.6,6,84,19,26,26,24,15,81,74,10.8,1008,28,9,218,11,125,59, ,23,2,9,304
325,0,7,5/10/20,27,20,0,12,5,77,16,23,23,22,7,53,68,0,1012,27,10,190,6,153,60, ,21,2,8,325
321,0,1,5/11/20,27,21,0,13.4,7,70,17,26,26,24,12,7,65,0,1012,27,10,173,10,147,53, ,18,3,5,321
163,0,2,5/12/20,30,21,0,13.4,7,62,8,26,26,26,18,2,36,0,1012,30,10,255,16,79,64, ,14,2,4,163
138,0,3,5/13/20,26,19,0,13.3,5,55,9,23,23,22,20,24,43,0,1016,26,10,118,16,69,61, ,10,2,5,138
162,0,4,5/14/20,24,19,0,12.1,5,48,16,22,22,21,30,46,71,3.6,1011,24,10,155,22,75,40, ,18,2,7,162
227,0,5,5/15/20,25,21,0,8.7,5,40,20,25,25,23,15,77,86,17.1,1006,25,9,198,11,98, , ,33,2,10,227
333,0,6,5/16/20,29,22,0,11,6,33,21,27,27,25,13,61,78,2.7,1005,29,10,177,10,163,57, ,18,3,8,333
333,0,7,5/17/20,35,21,0,13.9,8,26,21,32,32,29,13,26,64,0.2,1003,35,10,234,10,163,59, ,20,3,7,333
243,0,1,5/18/20,30,24,0,13.9,7,19,13,28,28,27,22,4,45,0,1002,30,10,284,18,103,58, ,20,3,7,243
388,0,2,5/19/20,30,21,0,13.9,7,11,7,25,25,25,13,4,33,0,1007,30,10,230,11,235,60, ,18,4,6,388
260,0,3,5/20/20,28,22,0,13.9,7,4,11,25,25,25,17,12,46,0,1010,28,10,124,14,108,47, ,10,2,5,260
150,0,4,5/21/20,25,21,0,13.9,5,0,15,24,24,23,31,36,65,0,1010,25,10,141,24,75,36, ,10,1,5,150
160,0,5,5/22/20,25,17,0,13.9,6,0,15,23,23,22,20,11,64,0,1009,25,10,136,17,78,34, ,10,2,5,160
163,0,6,5/23/20,26,20,0,13.9,6,3,18,24,24,23,19,26,73,0,1009,26,10,138,16,79,48, ,12,2,7,163
273,0,7,5/24/20,31,21,0,14,7,10,19,28,28,26,17,17,70,0,1009,31,10,148,14,112,50, ,16,2,8,273
315,0,1,5/25/20,30,23,0,11,6,17,18,27,27,26,12,57,66,1.9,1011,30,10,106,10,139,22, ,10,1,6,315
162,0,2,5/26/20,22,19,0,8.7,5,25,18,21,21,21,11,91,83,13,1010,22,6,95,9,61,48, ,20,2,7,162
240,0,3,5/27/20,28,19,0,14,6,32,17,24,24,23,12,29,70,0,1011,28,10,174,10,102,63, ,23,2,8,240
318,0,4,5/28/20,32,22,0,14,7,39,16,28,28,27,17,24,55,0,1011,32,10,192,13,144,58, ,21,2,7,318
322,0,5,5/29/20,25,21,0,11.1,5,47,14,25,25,24,21,63,56,0.7,1013,25,10,130,15,148,17, ,11,1,5,322
188,0,6,5/30/20,21,18,0,8.8,4,54,16,19,20,19,26,98,81,28.8,1012,21,8,110,20,50,63, ,22,2,9,188
312,0,7,5/31/20,30,14,0,13.4,7,58,20,26,26,24,9,41,74,0.9,1011,30,8,181,8,135,51, ,18,2,8,312
312,0,1,6/1/20,32,23,0,14,7,71,19,29,29,27,16,15,65,0,1011,32,10,142,13,135,42, ,16,2,6,312
175,0,2,6/2/20,33,22,0,14,7,79,19,29,29,27,17,13,64,0,1006,33,10,196,14,82,32, ,23,1,8,175
188,0,3,6/3/20,29,25,0,8.8,6,86,22,29,29,26,16,70,77,3.4,1004,29,10,210,12,81,46, ,25,2,9,188
263,0,4,6/4/20,31,22,0,14,7,94,21,28,28,26,9,33,75,0,1005,31,10,135,8,109,21, ,16,1,7,263
150,0,5,6/5/20,25,19,0,8.8,5,100,21,25,25,23,22,76,87,53.1,1005,25,7,119,14,70,17, ,9,1,6,150
150,0,6,6/6/20,25,22,0,13.4,5,100,18,25,25,23,28,53,75,29.8,1007,25,8,88,21,46,33, ,10,2,6,150
150,0,7,6/7/20,27,21,0,14.1,6,84,18,25,25,24,20,23,72,0,1011,27,10,110,16,72,49, ,9,1,6,150
210,0,1,6/8/20,27,22,0,9.9,6,76,20,26,26,24,22,64,78,0.1,1010,27,10,112,18,93,16, ,10,1,6,210
175,0,2,6/9/20,28,24,0,8.8,6,69,22,28,28,26,19,89,81,0.4,1008,28,10,112,15,48,34, ,20,1,8,175
197,0,3,6/10/20,29,25,0,9.9,6,61,23,29,29,26,10,67,84,8.7,1005,29,9,131,8,89,30, ,18,1,9,197
312,0,4,6/11/20,32,25,0,9.9,6,54,23,32,32,28,10,62,76,2.5,1003,32,10,172,8,135,45, ,15,1,7,312
308,0,5,6/12/20,34,27,0,13.4,7,46,23,35,35,30,11,48,69,0.4,1003,34,10,162,9,131,52, ,19,2,6,308
270,0,6,6/13/20,37,27,0,13.4,8,38,24,38,38,32,16,34,66,10.7,1003,37,9,179,12,111,39, ,18,1,6,270
187,0,7,6/14/20,31,28,0,12.2,7,31,24,35,35,30,16,49,70,5.3,1007,31,10,256,12,86,15, ,21, ,7,187
247,0,1,6/15/20,28,25,0,8.8,6,23,24,31,31,27,8,82,84,15.7,1008,28,9,149,6,104,31,56,15, ,5,247
240,0,2,6/16/20,25,21,0,9.1,5,16,21,26,26,23,18,93,84,48,1006,25,7,102,13,102,42,55,14,1,5,240
237,0,3,6/17/20,27,21,0,10.1,6,8,23,28,28,25,16,86,86,1.1,1003,27,10,104,13,101,32,34,16,1,7,237
157,0,4,6/18/20,33,24,0,12.3,7,1,23,33,33,29,23,45,71,5.7,1001,33,9,247,17,77,28,64,9,1,6,157
147,0,5,6/19/20,27,24,0,9.1,6,0,18,27,27,25,13,85,67,0.4,1008,27,10,139,11,74,39,52,10,1,5,147
240,0,6,6/20/20,25,21,0,10.2,5,0,18,25,25,23,10,61,72,0.8,1009,25,8,128,8,102,13,36,9,1,4,240
125,0,7,6/21/20,23,17,0,9.1,5,0,20,24,24,21,17,100,89,36.8,1005,23,6,100,13,52,18,36,9,1,4,125
138,0,1,6/22/20,27,18,0,9.1,6,7,21,26,26,24,20,94,80,0.2,1005,27,10,107,16,61,24,42,11,1,5,138
162,0,2,6/23/20,28,24,0,10.1,6,14,24,29,29,26,19,83,87,4.2,1003,28,10,156,15,75,31,42,18,1,7,162
203,0,3,6/24/20,33,22,0,11.2,6,22,23,32,32,28,15,61,74,9.2,1002,33,9,250,11,91,39,37,16,1,7,203
270,0,4,6/25/20,26,22,0,9.1,5,29,23,27,27,25,12,75,87,14.1,1004,26,9,219,10,111,37,63,10,1,6,270
180,0,5,6/26/20,32,24,0,13.4,6,37,23,32,32,28,11,36,75,0.1,1005,32,10,122,9,84,30,28,15,1,6,180
177,0,6,6/27/20,29,25,0,10.1,6,44,23,30,30,27,13,70,80,18.5,1004,29,9,158,9,83,19,29,18,1,6,177
150,0,7,6/28/20,26,25,0,11.2,6,52,23,29,29,26,14,78,85,14.5,1005,26,9,116,10,70,29,36,12,1,6,150
193,0,1,6/29/20,28,22,0,9.1,6,59,24,29,29,26,19,90,88,10,1000,28,9,194,13,88,29,91,10,1,6,193
157,0,2,6/30/20,32,24,0,14.5,7,67,19,29,29,27,12,29,65,0.5,1003,32,9,242,10,77,24,58,9,1,5,157
138,0,3,7/1/20,29,23,0,14.5,7,72,20,28,28,26,17,32,71,0,1004,29,10,116,14,68,22,39,8,1,5,138
162,0,4,7/2/20,25,22,0,11.2,5,79,20,26,26,24,18,67,80,2.9,1007,25,10,100,14,61,18,39,8,2,7,162
138,0,5,7/3/20,26,24,0,9,6,86,23,27,27,25,14,100,88,4.5,1006,26,9,83,11,57,18,36,9,1,5,138
150,0,6,7/4/20,28,24,0,9,6,94,22,28,28,25,13,92,81,1.8,1007,28,10,101,10,57,26,32,14,1,6,150
167,0,7,7/5/20,29,24,0,9,6,100,23,29,29,26,14,87,84,2.9,1003,29,8,169,11,80,26,21,15,1,7,167
162,0,1,7/6/20,26,22,0,9,6,100,24,28,28,25,23,88,90,34.9,1002,26,8,215,16,76,32,66,13,1,7,162
173,0,2,7/7/20,32,22,0,9,6,85,24,31,31,27,16,74,81,23.2,1004,32,9,223,11,82,27,32,18,1,6,173
150,0,3,7/8/20,33,25,0,10.1,7,77,23,32,32,29,14,65,73,14.7,1003,33,9,175,9,75,20,23,17,1,5,150
150,0,4,7/9/20,31,25,0,10.1,6,70,22,31,31,28,11,53,73,0.4,1000,31,10,86,9,66,25,28,12,1,6,150
150,0,5,7/10/20,32,26,0,12.3,6,63,23,31,31,28,14,44,74,4,1001,32,10,122,11,73,32,23,16,1,6,150
190,0,6,7/11/20,27,24,0,9,6,55,23,28,28,26,14,75,84,8.9,1005,27,9,141,10,87,50,83,12,2,5,190
283,0,7,7/12/20,36,22,0,12.2,7,48,25,36,36,30,13,59,74,1.7,1003,36,9,172,10,115,37,26,19,2,7,283
193,0,1,7/13/20,30,28,0,9.9,6,41,23,33,33,29,18,67,71,0.4,1005,30,10,286,14,88,40,34,15,1,8,193
247,0,2,7/14/20,26,22,0,8.7,6,34,21,27,27,25,9,78,78,5,1007,26,9,239,7,104,18,37,13,1,6,247
150,0,3,7/15/20,22,20,0,8.5,5,26,19,22,23,22,16,99,83,46.1,1006,22,8,80,12,60,20,35,10,1,6,150
150,0,4,7/16/20,23,22,0,8.5,5,19,19,25,25,23,16,96,83,9.5,1005,23,10,83,11,58,21,23,15,1,6,150
162,0,5,7/17/20,25,23,0,8.5,5,12,22,26,26,24,16,87,87,9.7,1006,25,10,115,11,66,46,64,18,1,7,162
270,0,6,7/18/20,32,22,0,13.3,7,5,25,34,34,28,13,66,80,2.5,1003,32,8,162,9,111,47,57,14,1,5,270
217,0,7,7/19/20,36,28,0,13.3,7,0,25,38,38,31,18,46,69,1.8,1002,36,10,197,13,95,28,25,20,1,8,217
197,0,1,7/20/20,27,26,0,9.7,6,0,23,30,30,26,9,67,82,20.5,1008,27,8,249,6,89,55,80,18,1,7,197
315,0,2,7/21/20,32,26,0,8.5,6,2,24,33,33,29,11,71,78,19.8,1010,32,9,212,7,139,59,97,20,2,6,315
305,0,3,7/22/20,36,28,0,13.5,7,10,25,38,38,32,11,34,71,1.2,1008,36,10,160,9,126,38,72,14,2,4,305
163,0,4,7/23/20,36,29,0,13.3,7,17,24,38,38,32,18,53,66,1.6,1005,36,10,243,14,79,38,50,15,1,6,163
210,0,5,7/24/20,31,26,0,12.1,6,24,21,30,30,28,16,73,68,15.1,1005,31,9,197,13,93,62,115,16,2,6,210
318,0,6,7/25/20,31,23,0,13.3,6,32,21,29,29,27,11,37,71,1,1007,31,10,220,9,143,43,96,15,1,5,318
302,0,7,7/26/20,32,26,0,13.3,6,39,21,30,30,28,12,31,66,0.8,1005,32,10,113,10,122,42,50,13,1,5,302
230,0,1,7/27/20,28,26,0,8.4,6,46,24,31,31,27,14,75,85,6.4,1003,28,10,207,9,99,48,54,17,1,5,230
257,0,2,7/28/20,35,28,0,10.8,7,53,25,37,37,31,11,64,70,5,1006,35,10,203,8,107,26,50,10,1,3,257
100,0,3,7/29/20,33,28,0,10.8,7,61,25,36,36,30,17,53,74,3.8,1008,33,10,159,13,60,20,33,6,1,2,100
100,0,4,7/30/20,32,28,0,13.4,7,68,24,34,34,29,27,29,74,0.5,1010,32,10,151,20,44,26,22,7,1,2,100
100,0,5,7/31/20,32,28,0,10.8,7,72,25,35,35,30,30,48,75,0,1009,32,10,152,23,52,28,47,7,2,2,100
95,0,6,8/1/20,33,28,0,13.4,8,82,24,36,36,30,29,17,72,0,1008,33,10,162,22,57,30,47,8,2,1,95
103,0,7,8/2/20,33,28,0,13.4,8,90,24,35,35,30,30,3,70,0,1007,33,10,162,23,61,24,24,5,1,1,103
100,0,1,8/3/20,32,28,0,13.4,8,97,24,35,35,30,29,20,73,0,1006,32,10,151,22,47,23,22,4,1,2,100
125,0,2,8/4/20,31,28,0,8.3,6,100,24,34,34,29,48,78,75,7.2,1004,31,9,147,33,42,18,25,7,1,4,125
125,0,3,8/5/20,31,28,0,10.8,6,88,24,34,34,29,45,60,73,0.5,1006,31,10,173,32,39,32,57,10,1,4,125
138,0,4,8/6/20,34,28,0,12,7,81,24,36,36,31,18,61,70,1.7,1007,34,10,186,13,71,48,79,14,2,5,138
217,0,5,8/7/20,31,29,0,13.3,7,74,23,34,34,30,15,43,70,0.2,1005,31,10,210,11,95,36,60,10,2,3,217
153,0,6,8/8/20,32,29,0,10.8,7,67,25,36,36,30,17,68,74,10.8,1003,32,10,178,11,76,41,77,9,2,4,153
197,0,7,8/9/20,34,27,0,13.3,7,59,24,36,36,30,21,48,73,1.8,1001,34,10,161,16,89,37,57,12,2,4,197
177,0,1,8/10/20,35,28,0,12,7,52,24,37,37,31,17,46,69,1.6,1002,35,10,196,13,83,31,56,10,2,4,177
127,0,2,8/11/20,36,28,0,13.2,8,45,24,37,37,31,19,28,68,0,1005,36,10,164,15,68,33,59,12,2,4,127
150,0,3,8/12/20,34,28,0,13.2,7,38,23,35,35,31,25,46,63,0.3,1008,34,10,183,20,67,34,78,11,2,6,150
153,0,4,8/13/20,36,29,0,13.2,8,30,24,39,39,32,18,15,65,0,1008,36,10,184,14,76,41,87,13,2,6,153
193,0,5,8/14/20,37,30,0,13.2,8,23,25,41,41,33,14,7,65,0,1007,37,10,178,12,88,24,55,10,2,5,193
138,0,6,8/15/20,35,29,0,13.2,8,16,24,37,37,32,23,0,65,0,1007,35,10,157,19,60,31,77,8,2,5,138
138,0,7,8/16/20,35,29,0,13.2,8,8,25,38,38,31,21,1,70,0,1007,35,10,158,17,70,36,46,9,2,5,138
187,0,1,8/17/20,34,29,0,13.1,8,1,24,37,37,31,25,1,70,0,1010,34,10,154,20,86,43,45,7,2,5,187
220,0,2,8/18/20,33,28,0,13.1,8,0,24,36,36,30,24,14,72,0,1010,33,10,149,19,96,40,49,8,2,4,220
190,0,3,8/19/20,34,28,0,13.1,8,0,25,38,38,31,21,6,73,0,1009,34,10,148,17,87,37,48,10,2,4,190
173,0,4,8/20/20,36,29,0,13.1,8,6,25,38,38,32,18,1,68,0,1010,36,10,154,16,82,34,36,6,1,4,173
160,0,5,8/21/20,33,28,0,13.1,8,13,25,36,36,30,19,9,73,0,1011,33,10,140,16,78,33,27,8,1,5,160
160,0,6,8/22/20,31,27,0,10.7,6,20,24,33,33,29,16,58,74,0,1010,31,10,121,13,78,33,29,10,1,5,160
157,0,7,8/23/20,34,28,0,13,8,28,24,36,36,30,13,15,70,0,1005,34,10,123,11,77,22,31,9,1,5,157
150,0,1,8/24/20,35,30,0,13,8,35,25,39,39,32,12,3,68,0,1003,35,10,131,11,61,23,39,9,1,6,150
162,0,2,8/25/20,36,27,0,13,8,42,24,39,39,32,14,8,61,0,1000,36,10,114,12,54,28,28,11,1,7,162
188,0,3,8/26/20,32,28,0,9.4,7,50,24,34,34,30,30,72,70,4.1,995,32,10,294,23,73,40,74,11,1,9,188
